0.0,0.0,0.00
-0.8,0.5,0.15
-0.8,1.5,0.15
0.8,1.5,0.15
0.8,0.5,0.15
0.0,0.0,0.15
-0.8,-0.5,0.15
-0.8,-1.5,0.15
0.8,-1.5,0.15
0.8,-0.5,0.15
0.0,0.0,0.0
